node_id,node_name,model,skill,source_url,list_page_url,detail_url,company_name,main_products,fit_export,quality_system,region,contact_action,company_intro,company_type,org_code,established_date,registered_capital,legal_representative,news_summary,status,error_message
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=9,https://www.chinaautosupplier.com/company.php?mid=41699,广州优创电子有限公司,高精度倒车雷达、APP参数设置泊车雷达、行车记录仪、车载摄像头、360环视、ADAS等产品,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 14001、ISO 45001、高新技术企业,广东,主要产品 全部产品 高精度倒车雷达、APP参数设置泊车雷达、行车记录仪、车载摄像头、360环视、ADAS等产品 企业简介 公司性质： 民营 机构代码： 91440113771193357W 成立日期： 2005-03,新闻发布,民营 机构代码： 91440113771193357W 成立日期： 2005-03-22 注册资本： 注册资本5000万元 法人代表： 谭小球 单位人数： 17,91440113771193357W,2005-03-22 注册资本： 注册资本5000万元 法人代表： 谭小球 单位人数： 171 质量体系： IATF 1,注册资本5000万元 法人代表： 谭小球 单位人数： 171 质量体系： IATF 16949、ISO 14001、ISO 45001、高新技术企业 注册商标：,谭小球 单位人数： 171 质量体系： IATF 16949、ISO 14001,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=9,https://www.chinaautosupplier.com/company.php?mid=67300,苏州雷森电子科技有限公司,雷达技术及车联网路侧感知解决方案， 产品有TFES目标融合边缘服务器、IET6V100雷视融合传感器、IET6系列交通毫米波雷达传感器、V2X全息路面感知解决方案、城市道路智能交通解决方案、...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 9001,江苏,主要产品 全部产品 雷达技术及车联网路侧感知解决方案， 产品有TFES目标融合边缘服务器、IET6V100雷视融合传感器、IET6系列交通毫米波雷达传感器、V2X全息路面感知解决方案、城市道路智能交通解决方案、智慧高速路侧感知解决方案、危险,新闻发布,民营 机构代码： 91320509MA1WQYU11D 成立日期： 2018-06-22 注册资本： 注册资本702.478518万元 法人代表： 翁晓明 质量,91320509MA1WQYU11D,2018-06-22 注册资本： 注册资本702.478518万元 法人代表： 翁晓明 质量体系： IATF 16949,注册资本702.478518万元 法人代表： 翁晓明 质量体系： IATF 16949、ISO 9001 联系方式 法人代表： 翁晓明 地址： 江苏省苏州市吴江,翁晓明 质量体系： IATF 16949、ISO 9001 联系方式 法人代表：,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=9,https://www.chinaautosupplier.com/company.php?mid=36582,汉拿科锐动电子（苏州）有限公司,研发、制造用于汽车防抱死制动系统，驾驶辅助系统的电控单元，传感器等电子产品及零部件，包括ADAS驾驶辅助系统: 前视摄像头、短距离雷达、中距离雷达、长距离雷达、4D成像雷达、自动...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 14001、ISO 45001,江苏,主要产品 全部产品 研发、制造用于汽车防抱死制动系统，驾驶辅助系统的电控单元，传感器等电子产品及零部件，包括ADAS驾驶辅助系统: 前视摄像头、短距离雷达、中距离雷达、长距离雷达、4D成像雷达、自动驾驶域控制器等,新闻发布,三资 机构代码： 91320505579469616G 成立日期： 2011-07-28 注册资本： 注册资本7500万美元 法人代表： 卢周勇 单位人数： 3,91320505579469616G,2011-07-28 注册资本： 注册资本7500万美元 法人代表： 卢周勇 单位人数： 371 质量体系： IATF,为1.6亿元人民币，主要经营项目为研发、制造用于汽车防抱死制动系统，驾驶辅助系统的电控单元，传感器等电子产品及零部件,卢周勇 单位人数： 371 质量体系： IATF 16949、ISO 14001,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=9,https://www.chinaautosupplier.com/company.php?mid=68073,武汉凡谷电子技术股份有限公司,滤波器系列（双工器、合路器、塔顶放大器等）；介质材料、毫米波雷达系列（交通、安防、工业控制等）；行业网平台系列（公安、交通以及政府政务云等）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、ISO 14001,湖北,主要产品 全部产品 滤波器系列（双工器、合路器、塔顶放大器等）,新闻发布,股份制 机构代码： 914201001776620187 成立日期： 1989-10-20 注册资本： 注册资本68328.5806万元 法人代表： 贾雄杰 单,914201001776620187,1989-10-20 注册资本： 注册资本68328.5806万元 法人代表： 贾雄杰 单位人数： 1360 质量体系：,注册资本68328.5806万元 法人代表： 贾雄杰 单位人数： 1360 质量体系： ISO 9001、ISO 14001 联系方式 法人代表： 贾雄杰 地址,贾雄杰 单位人数： 1360 质量体系： ISO 9001、ISO 14001,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；介质材料、毫米波雷达系列（交通、安防、工业,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=9,https://www.chinaautosupplier.com/company.php?mid=78319,浙江铖昌科技股份有限公司,微波毫米波模拟相控阵T/R芯片，主要提供基于GaN、GaAs和硅基的产品以及相关技术解决方案，包含功率放大器芯片、低噪声放大器芯片、模拟波束赋形芯片及相控阵用无源器件等，应用于探测...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,,浙江铖昌科技股份有限公司 浙江铖昌科技股份有,主要产品 全部产品 微波毫米波模拟相控阵T/R芯片，主要提供基于GaN、GaAs和硅基的产品以及相关技术解决方案，包含功率放大器芯片、低噪声放大器芯片、模拟波束赋形芯片及相控阵用无源器件等，应用于探测、遥感、通信、导航、电子对抗等领域，在星,新闻发布,股份制 机构代码： 91330106563049270A 成立日期： 2010-11-23 注册资本： 注册资本20764.6561万元 法人代表： 罗珊珊 单,91330106563049270A,2010-11-23 注册资本： 注册资本20764.6561万元 法人代表： 罗珊珊 单位人数： 172 联系方式 法,注册资本20764.6561万元 法人代表： 罗珊珊 单位人数： 172 联系方式 法人代表： 罗珊珊 地址： 杭州市西湖区三墩镇西园三路3号5幢713室 邮编,罗珊珊 单位人数： 172 联系方式 法人代表： 罗珊珊 地址： 杭州市西湖区三,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=9,https://www.chinaautosupplier.com/company.php?mid=78064,矽典微电子(上海)有限公司,高性能无线技术相关芯片，毫米波传感器，毫米波通讯,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001,上海)有限公司 矽典微电子(上海)有限公司,主要产品 全部产品 高性能无线技术相关芯片，毫米波传感器，毫米波通讯 企业简介 矽典微电子（上海）有限公司成立于2018年1月，坐落于上海市浦东新区张衡路666号,新闻发布,民营 机构代码： 91310115MA1K40Q8XC 成立日期： 2018-01-25 注册资本： 注册资本2900万元 法人代表： 林越 质量体系： ISO,91310115MA1K40Q8XC,2018-01-25 注册资本： 注册资本2900万元 法人代表： 林越 质量体系： ISO 9001 联系方式 法人代,注册资本2900万元 法人代表： 林越 质量体系： ISO 9001 联系方式 法人代表： 林越 地址： 中国(上海)自由贸易试验区蔡伦路85弄95号1幢3楼A,林越 质量体系： ISO 9001 联系方式 法人代表： 林越 地址： 中国(上,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=9,https://www.chinaautosupplier.com/company.php?mid=70132,芜湖埃泰克汽车电子股份有限公司,车身域-左右IO、智能驾驶域-毫米波雷达、车身域-网关、车身域-ESCL、车身域-域控制器、智能网联-智能钥匙/通讯互联、智能网联-RF、智能网联-蓝牙、动力域-VCU整车控制器等车身域、动...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 9001,安徽,主要产品 全部产品 车身域-左右IO、智能驾驶域-毫米波雷达、车身域-网关、车身域-ESCL、车身域-域控制器、智能网联-智能钥匙/通讯互联、智能网联-RF、智能网联-蓝牙、动力域-VCU整车控制器等车身域、动力域、底盘域、域融合、智能驾驶,新闻发布,三资 机构代码： 91340200744884814D 成立日期： 2002-12-25 注册资本： 注册资本13431.7993万元 法人代表： Chen Z,91340200744884814D,2002-12-25 注册资本： 注册资本13431.7993万元 法人代表： Chen Zejian 单位人数： 55,注册资本13431.7993万元 法人代表： Chen Zejian 单位人数： 551 质量体系： IATF 16949、ISO 9001 联系方式 法人代表,Chen Zejian 单位人数： 551 质量体系： IATF 16949、I,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=9,https://www.chinaautosupplier.com/company.php?mid=78325,珠海上富电技股份有限公司,超声波系列（传感器、显示器、蜂鸣器、控制盒、泊车系统），微波雷达系列（盲点侦测预警系统、停车开门预警系统、换道辅助预警系统、前方碰撞预警系统、倒车侧方预警系统、长距离倒车...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、IATF 16949,广东省珠海市金鼎镇官塘沙岗工业区1栋厂房 邮编： 519085 (更多联系方式请) 在线留言 我希望了解贵企业更多信息： 在线反馈 * 联系人 * 联系电话 QQ 微信 * 内容,主要产品 全部产品 超声波系列（传感器、显示器、蜂鸣器、控制盒、泊车系统），微波雷达系列（盲点侦测预警系统、停车开门预警系统、换道辅助预警系统、前方碰撞预警系统、倒车侧方预警系统、长距离倒车预警系统、自动驾驶毫米波雷达），汽车智能驾驶传感器,新闻发布,股份制 机构代码： 91440400617512022G 成立日期： 1993-02-18 注册资本： 注册资本10595.9847万元 法人代表： 董贵滨 单,91440400617512022G,1993-02-18 注册资本： 注册资本10595.9847万元 法人代表： 董贵滨 单位人数： 572 质量体系：,注册资本10595.9847万元 法人代表： 董贵滨 单位人数： 572 质量体系： ISO 9001、IATF 16949 联系方式 法人代表： 董贵滨 地址,董贵滨 单位人数： 572 质量体系： ISO 9001、IATF 16949,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=9,https://www.chinaautosupplier.com/company.php?mid=67999,深圳市稳先微电子有限公司,产品线覆盖汽车电子、工业电子和消费电子，提供HSD高边开关、E-fuse保险丝、SGTMOS、微电机驱动、理想二极管、锂电保护、充电管理、手机锂保芯片、LDO、PSR、BUCK、PFC等半导体产品及...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001,广东,主要产品 芯片 全部产品 产品线覆盖汽车电子、工业电子和消费电子，提供HSD高边开关、E-fuse保险丝、SGTMOS、微电机驱动、理想二极管、锂电保护、充电管理、手机锂保芯片、LDO、PSR、BUCK、PFC等半导体产品及解决方案，可用于,新闻发布,,,,,,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=6,https://www.chinaautosupplier.com/company.php?mid=41373,南京楚航科技有限公司,基于77/79GHz及高频率段毫米波雷达的高级辅助驾驶（ADAS）和自动驾驶系统,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,高新技术企业,江苏,主要产品 全部产品 基于77/79GHz及高频率段毫米波雷达的高级辅助驾驶（ADAS）和自动驾驶系统 企业简介 公司性质： 三资 机构代码： 91340100MA2RGFUN2U 成立日期： 2018-01-25 注,新闻发布,三资 机构代码： 91340100MA2RGFUN2U 成立日期： 2018-01-25 注册资本： 注册资本1043.3826万元 法人代表： CHU YON,91340100MA2RGFUN2U,2018-01-25 注册资本： 注册资本1043.3826万元 法人代表： CHU YONG YAN 单位人数： 15,"注册资本1043.3826万元 法人代表： CHU YONG YAN 单位人数： 150 质量体系： 高新技术企业 注册商标： INTESDA,INTRASCO",CHU YONG YAN 单位人数： 150 质量体系： 高新技术企业 注册商标,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=6,https://www.chinaautosupplier.com/company.php?mid=67486,纵目科技(厦门)有限公司,自主泊车系统，高级驾驶辅助系统，智能传感器（超声波雷达、毫米波雷达）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949,福建,主要产品 全部产品 自主泊车系统，高级驾驶辅助系统，智能传感器（超声波雷达、毫米波雷达） 企业简介 纵目科技成立于2013年，总部位于上海张江国际科创中心，在上海、北京、厦门、深圳、重庆、美国密西根Novi市以及德国,新闻发布,民营 机构代码： 91350200MA2Y0WRD7Y 成立日期： 2017-02-23 注册资本： 注册资本30000万元 法人代表： RUI TANG 单位,91350200MA2Y0WRD7Y,2017-02-23 注册资本： 注册资本30000万元 法人代表： RUI TANG 单位人数： 208 质量体系：,注册资本30000万元 法人代表： RUI TANG 单位人数： 208 质量体系： 16949系列， ISO9000系列， ISO14000， OHSAS18,RUI TANG 单位人数： 208 质量体系： 16949系列， ISO900,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=6,https://www.chinaautosupplier.com/company.php?mid=78751,江苏优达斯汽车科技有限公司,专注于智能驾驶环境感知系统、智能驾驶辅助控制系统的研发、生产，产品包括远距离超声波雷达、毫米波雷达、前/后向碰撞预警系统(PPAS)、侧方障碍物卷入监控系统（SIOD）、侧向盲区监...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、高新技术企业,江苏优达斯汽车科技有限公司 江苏优达斯汽车科,主要产品 全部产品 专注于智能驾驶环境感知系统、智能驾驶辅助控制系统的研发、生产，产品包括远距离超声波雷达、毫米波雷达、前/后向碰撞预警系统(PPAS)、侧方障碍物卷入监控系统（SIOD）、侧向盲区监控预警系统（SBSD ）、超声波&360,新闻发布,民营 机构代码： 91320509MA1N7QUC80 成立日期： 2016-12-27 注册资本： 注册资本1830.2464万元 法人代表： 吕英超 质量体,91320509MA1N7QUC80,2016-12-27 注册资本： 注册资本1830.2464万元 法人代表： 吕英超 质量体系： IATF 16949、,注册资本1830.2464万元 法人代表： 吕英超 质量体系： IATF 16949、高新技术企业 联系方式 法人代表： 吕英超 地址： 江苏省苏州市吴江经济技,吕英超 质量体系： IATF 16949、高新技术企业 联系方式 法人代表： 吕,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=6,https://www.chinaautosupplier.com/company.php?mid=43681,厦门意行半导体科技有限公司,毫米波射频前端集成电路和解决方案，用于汽车ADAS、车载雷达、充电桩、智能交通等领域,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、高新技术企业,福建,主要产品 全部产品 毫米波射频前端集成电路和解决方案，用于汽车ADAS、车载雷达、充电桩、智能交通等领域 企业简介 公司性质： 民营 机构代码： 91350200699935079T 成立日期： 2010-04-21,新闻发布,民营 机构代码： 91350200699935079T 成立日期： 2010-04-21 注册资本： 注册资本1928.17万元 法人代表： 李万全 质量体系：,91350200699935079T,2010-04-21 注册资本： 注册资本1928.17万元 法人代表： 李万全 质量体系： ISO 9001、高新技术,"注册资本1928.17万元 法人代表： 李万全 质量体系： ISO 9001、高新技术企业 注册商标： 意行半导体,IMSEMI,意行半导体 IMSEMI 联系","李万全 质量体系： ISO 9001、高新技术企业 注册商标： 意行半导体,IM",会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=6,https://www.chinaautosupplier.com/company.php?mid=45987,南京隼眼电子科技有限公司,车载毫米波雷达，覆盖全车前向、前角、后角、4D成像毫米波雷达；交通雷达,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、IATF 16949、高新技术企业,江苏,主要产品 全部产品 车载毫米波雷达，覆盖全车前向、前角、后角、4D成像毫米波雷达,新闻发布,民营 机构代码： 91320115302649008K 成立日期： 2015-04-07 注册资本： 注册资本4259.5301万元 法人代表： 施雪松 单位人,91320115302649008K,2015-04-07 注册资本： 注册资本4259.5301万元 法人代表： 施雪松 单位人数： 75 质量体系： IS,"注册资本4259.5301万元 法人代表： 施雪松 单位人数： 75 质量体系： ISO 9001、IATF 16949、高新技术企业 注册商标： 隼眼,隼行者",施雪松 单位人数： 75 质量体系： ISO 9001、IATF 16949、高,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资 ；交通雷达 企业简介 --,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=6,https://www.chinaautosupplier.com/company.php?mid=40102,北京川速微波科技有限公司,77G前向中近程毫米波雷达、77G前向远程毫米波雷达、77G前角毫米波雷达、77G后角毫米波雷达、77G大型车辆后角毫米波雷达、24G多目标后角毫米波雷达、24G单目标后角毫米波雷达等汽车毫...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 45001、ISO 9001、高新技术企业,北京,主要产品 全部产品 77G前向中近程毫米波雷达、77G前向远程毫米波雷达、77G前角毫米波雷达、77G后角毫米波雷达、77G大型车辆后角毫米波雷达、24G多目标后角毫米波雷达、24G单目标后角毫米波雷达等汽车毫米波雷达 企业简介 -,新闻发布,民营 机构代码： 91110108678765779T 成立日期： 2008-08-01 注册资本： 注册资本500万元 法人代表： 王东峰 单位人数： 68,91110108678765779T,2008-08-01 注册资本： 注册资本500万元 法人代表： 王东峰 单位人数： 68 质量体系： ISO 4500,"注册资本500万元 法人代表： 王东峰 单位人数： 68 质量体系： ISO 45001、ISO 9001、高新技术企业 注册商标： 川速微波,川速微波 TRA",王东峰 单位人数： 68 质量体系： ISO 45001、ISO 9001、高新,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=6,https://www.chinaautosupplier.com/company.php?mid=41127,北京行易道科技有限公司,主营产品是77GHz车载毫米波雷达系统（近、中、远程雷达）、77/79GHz车载近程合成孔径雷达系统（SSAR）和77GHz交通雷达系统（中、远程雷达），可以用于高级驾驶辅助系统（ADAS）功能（...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 14001、高新技术企业,北京,主要产品 全部产品 主营产品是77GHz车载毫米波雷达系统（近、中、远程雷达）、77/79GHz车载近程合成孔径雷达系统（SSAR）和77GHz交通雷达系统（中、远程雷达），可以用于高级驾驶辅助系统（ADAS）功能（FCW、ACC、AEB、,新闻发布,民营 机构代码： 911101083181357140 成立日期： 2014-11-14 注册资本： 注册资本753.7822万元 法人代表： 赵捷 单位人数：,911101083181357140,2014-11-14 注册资本： 注册资本753.7822万元 法人代表： 赵捷 单位人数： 71 质量体系： ISO,"注册资本753.7822万元 法人代表： 赵捷 单位人数： 71 质量体系： ISO 14001、高新技术企业 注册商标： 车与路 AUTO&ROAD,车与路",赵捷 单位人数： 71 质量体系： ISO 14001、高新技术企业 注册商标：,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=6,https://www.chinaautosupplier.com/company.php?mid=50343,广东盛路通信科技股份有限公司,微波毫米波器件、微波混合集成电路及相关组件和系统、移动通信天线、射频器件、有源设备等,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 45001、ISO 9001、ISO 14001、高新技术企业,广东,主要产品 全部产品 微波毫米波器件、微波混合集成电路及相关组件和系统、移动通信天线、射频器件、有源设备等 企业简介 公司性质： 股份制 机构代码： 9144060070779772XN 成立日期： 1998-12-2,新闻发布,股份制 机构代码： 9144060070779772XN 成立日期： 1998-12-23 注册资本： 注册资本91532.1724万元 法人代表： 杨华 单位,9144060070779772XN,1998-12-23 注册资本： 注册资本91532.1724万元 法人代表： 杨华 单位人数： 149 质量体系： I,注册资本91532.1724万元 法人代表： 杨华 单位人数： 149 质量体系： IATF 16949、ISO 45001、ISO 9001、ISO 1400,杨华 单位人数： 149 质量体系： IATF 16949、ISO 45001、,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=6,https://www.chinaautosupplier.com/company.php?mid=71336,合肥微远芯信息技术有限公司,毫米波雷达芯片、毫米波雷达模块,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001,安徽,主要产品 全部产品 毫米波雷达芯片、毫米波雷达模块 企业简介 公司性质： 民营 机构代码： 91320691MA1MAD6FXY 成立日期： 2015-10-26 注册资本： 3000万元人民币 法人代表： 田彤 质,新闻发布,民营 机构代码： 91320691MA1MAD6FXY 成立日期： 2015-10-26 注册资本： 3000万元人民币 法人代表： 田彤 质量体系： ISO,91320691MA1MAD6FXY,2015-10-26 注册资本： 3000万元人民币 法人代表： 田彤 质量体系： ISO 9001 联系方式 法人代表,3000万元人民币 法人代表： 田彤 质量体系： ISO 9001 联系方式 法人代表： 田彤 地址： 合肥市高新区皖水路与将军岭路交口创新产业园三期A1栋72,田彤 质量体系： ISO 9001 联系方式 法人代表： 田彤 地址： 合肥市高,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=6,https://www.chinaautosupplier.com/company.php?mid=67504,浙江铖昌科技股份有限公司,微波毫米波模拟相控阵T/R芯片，主要提供基于GaN、GaAs和硅基的产品以及相关技术解决方案，包含功率放大器芯片、低噪声放大器芯片、模拟波束赋形芯片及相控阵用无源器件等，应用于探测...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,,浙江,主要产品 全部产品 微波毫米波模拟相控阵T/R芯片，主要提供基于GaN、GaAs和硅基的产品以及相关技术解决方案，包含功率放大器芯片、低噪声放大器芯片、模拟波束赋形芯片及相控阵用无源器件等，应用于探测、遥感、通信、导航、电子对抗等领域，在星,新闻发布,股份制 机构代码： 91330106563049270A 成立日期： 2010-11-23 注册资本： 注册资本20764.6561万元 法人代表： 罗珊珊 单,91330106563049270A,2010-11-23 注册资本： 注册资本20764.6561万元 法人代表： 罗珊珊 单位人数： 172 联系方式 法,注册资本20764.6561万元 法人代表： 罗珊珊 单位人数： 172 联系方式 法人代表： 罗珊珊 地址： 杭州市西湖区三墩镇西园三路3号5幢713室 邮编,罗珊珊 单位人数： 172 联系方式 法人代表： 罗珊珊 地址： 杭州市西湖区三,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=7,https://www.chinaautosupplier.com/company.php?mid=71601,富临精工股份有限公司,气门挺柱、气门摇臂、VVT、VVL、自动张紧器、机油喷嘴、电子水泵、电子真空泵、变速器/减振器电磁阀、精密机械零件，新能源电控及总成、锂电池正极材料、24GHz或77GHz毫米波雷达等,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 50001,四川,主要产品 全部产品 气门挺柱、气门摇臂、VVT、VVL、自动张紧器、机油喷嘴、电子水泵、电子真空泵、变速器/减振器电磁阀、精密机械零件，新能源电控及总成、锂电池正极材料、24GHz或77GHz毫米波雷达等 企业简介,新闻发布,股份制 机构代码： 91510700708956104R 成立日期： 1997-11-10 注册资本： 注册资本170976.0242万元 法人代表： 王志红,91510700708956104R,1997-11-10 注册资本： 注册资本170976.0242万元 法人代表： 王志红 单位人数： 1700 质量体系,注册资本170976.0242万元 法人代表： 王志红 单位人数： 1700 质量体系： IATF 16949、ISO 50001 联系方式 法人代表： 王志红,王志红 单位人数： 1700 质量体系： IATF 16949、ISO 5000,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
